video_id,label,frames,label_id,shape,format
31241,Stop Sign,37,14,"(100, 176)",JPEG
31244,Doing other things,37,0,"(100, 176)",JPEG
31246,Thumb Down,37,19,"(100, 176)",JPEG
31247,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
31250,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
31251,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
31253,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
31258,Swiping Up,37,18,"(100, 176)",JPEG
31261,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
31262,Doing other things,37,0,"(100, 176)",JPEG
31264,Swiping Down,37,15,"(100, 132)",JPEG
31267,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
31270,Swiping Up,37,18,"(100, 176)",JPEG
31271,Shaking Hand,37,9,"(100, 176)",JPEG
31275,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
31276,Pushing Hand Away,37,5,"(100, 176)",JPEG
31277,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
31278,Shaking Hand,37,9,"(100, 132)",JPEG
31279,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
31280,Pulling Hand In,37,3,"(100, 176)",JPEG
31281,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
31282,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
31287,Thumb Down,37,19,"(100, 132)",JPEG
31295,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
31297,Swiping Right,37,17,"(100, 176)",JPEG
31298,Turning Hand Counterclockwise,37,22,"(100, 132)",JPEG
31305,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
31311,Swiping Left,37,16,"(100, 176)",JPEG
31317,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
31321,Swiping Up,37,18,"(100, 176)",JPEG
31323,Doing other things,37,0,"(100, 176)",JPEG
31325,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
31327,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
31331,Swiping Up,37,18,"(100, 176)",JPEG
31332,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
31333,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
31336,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
31340,Doing other things,37,0,"(100, 176)",JPEG
31344,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
31345,Rolling Hand Backward,37,7,"(100, 176)",JPEG
31350,Stop Sign,37,14,"(100, 132)",JPEG
31354,Pulling Hand In,37,3,"(100, 176)",JPEG
31355,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
31356,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
31366,Pulling Hand In,37,3,"(100, 176)",JPEG
31367,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
31368,No gesture,37,2,"(100, 176)",JPEG
31370,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
31371,Swiping Right,37,17,"(100, 132)",JPEG
31381,Swiping Right,37,17,"(100, 176)",JPEG
31382,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
31385,Doing other things,37,0,"(100, 176)",JPEG
31386,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
31387,Thumb Up,37,20,"(100, 176)",JPEG
31388,Stop Sign,37,14,"(100, 132)",JPEG
31389,Rolling Hand Forward,37,8,"(100, 176)",JPEG
31391,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
31396,Rolling Hand Forward,37,8,"(100, 176)",JPEG
31397,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
31398,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
31399,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
31402,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
31403,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
31409,Thumb Up,37,20,"(100, 176)",JPEG
31414,Drumming Fingers,37,1,"(100, 132)",JPEG
31415,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
31416,No gesture,37,2,"(100, 176)",JPEG
31418,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
31419,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
31422,Drumming Fingers,37,1,"(100, 176)",JPEG
31423,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
31428,Zooming In With Full Hand,37,23,"(100, 132)",JPEG
31430,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
31436,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
31437,Zooming In With Two Fingers,37,24,"(100, 132)",JPEG
31438,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
31440,No gesture,37,2,"(100, 176)",JPEG
31446,Pushing Hand Away,37,5,"(100, 176)",JPEG
31447,Doing other things,37,0,"(100, 176)",JPEG
31453,Drumming Fingers,37,1,"(100, 176)",JPEG
31456,Thumb Down,37,19,"(100, 176)",JPEG
31463,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
31467,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
31468,Rolling Hand Forward,37,8,"(100, 176)",JPEG
31471,Swiping Up,37,18,"(100, 176)",JPEG
31472,Rolling Hand Forward,37,8,"(100, 176)",JPEG
31475,Thumb Down,37,19,"(100, 176)",JPEG
31477,Doing other things,37,0,"(100, 176)",JPEG
31480,Thumb Up,37,20,"(100, 176)",JPEG
31481,Shaking Hand,37,9,"(100, 176)",JPEG
31482,Swiping Right,37,17,"(100, 176)",JPEG
31484,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
31488,Doing other things,37,0,"(100, 176)",JPEG
31489,Swiping Down,37,15,"(100, 176)",JPEG
31493,Rolling Hand Forward,37,8,"(100, 132)",JPEG
31496,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
31498,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
31501,Doing other things,37,0,"(100, 176)",JPEG
31502,No gesture,37,2,"(100, 176)",JPEG
31504,Swiping Down,37,15,"(100, 132)",JPEG
31520,Swiping Down,37,15,"(100, 176)",JPEG
31523,Pushing Hand Away,37,5,"(100, 176)",JPEG
31524,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
31531,Shaking Hand,37,9,"(100, 176)",JPEG
31532,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
31533,Thumb Up,37,20,"(100, 176)",JPEG
31542,Rolling Hand Forward,37,8,"(100, 176)",JPEG
31543,Swiping Right,37,17,"(100, 176)",JPEG
31547,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
31549,Pushing Hand Away,37,5,"(100, 176)",JPEG
31553,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
31555,Doing other things,37,0,"(100, 176)",JPEG
31558,Swiping Down,37,15,"(100, 176)",JPEG
31559,Drumming Fingers,37,1,"(100, 132)",JPEG
31562,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
31565,Pulling Hand In,37,3,"(100, 176)",JPEG
31567,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
31568,Zooming In With Two Fingers,37,24,"(100, 132)",JPEG
31569,Swiping Up,37,18,"(100, 176)",JPEG
31572,Doing other things,37,0,"(100, 176)",JPEG
31575,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
31576,Stop Sign,37,14,"(100, 176)",JPEG
31580,Zooming In With Full Hand,37,23,"(100, 132)",JPEG
31586,Rolling Hand Forward,37,8,"(100, 176)",JPEG
31589,Swiping Right,37,17,"(100, 176)",JPEG
31591,Rolling Hand Backward,37,7,"(100, 176)",JPEG
31592,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
31595,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
31596,Pushing Hand Away,37,5,"(100, 176)",JPEG
31597,Stop Sign,37,14,"(100, 176)",JPEG
31598,Swiping Right,37,17,"(100, 176)",JPEG
31601,Thumb Up,37,20,"(100, 176)",JPEG
31606,No gesture,37,2,"(100, 176)",JPEG
31607,Stop Sign,37,14,"(100, 176)",JPEG
31608,Swiping Up,37,18,"(100, 176)",JPEG
31611,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
31614,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
31618,No gesture,37,2,"(100, 132)",JPEG
31619,Swiping Right,37,17,"(100, 176)",JPEG
31626,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
31627,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
31628,Doing other things,37,0,"(100, 176)",JPEG
31629,Pushing Hand Away,37,5,"(100, 176)",JPEG
31635,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
31636,Doing other things,37,0,"(100, 176)",JPEG
31637,Doing other things,37,0,"(100, 176)",JPEG
31638,Swiping Left,37,16,"(100, 176)",JPEG
31641,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
31647,Swiping Left,37,16,"(100, 132)",JPEG
31663,Pushing Hand Away,37,5,"(100, 176)",JPEG
31665,Swiping Down,37,15,"(100, 176)",JPEG
31667,Drumming Fingers,37,1,"(100, 176)",JPEG
31668,Drumming Fingers,37,1,"(100, 176)",JPEG
31669,Swiping Left,37,16,"(100, 176)",JPEG
31677,Thumb Down,37,19,"(100, 176)",JPEG
31682,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
31684,Doing other things,37,0,"(100, 176)",JPEG
31688,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
31689,No gesture,37,2,"(100, 132)",JPEG
31696,Pulling Hand In,37,3,"(100, 176)",JPEG
31710,Pushing Hand Away,37,5,"(100, 176)",JPEG
31711,Doing other things,37,0,"(100, 132)",JPEG
31716,Shaking Hand,37,9,"(100, 176)",JPEG
31718,Swiping Left,37,16,"(100, 176)",JPEG
31721,Shaking Hand,37,9,"(100, 132)",JPEG
31726,Stop Sign,37,14,"(100, 176)",JPEG
31728,Doing other things,37,0,"(100, 176)",JPEG
31730,Doing other things,37,0,"(100, 176)",JPEG
31733,Thumb Down,37,19,"(100, 176)",JPEG
31734,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
31738,Swiping Right,37,17,"(100, 176)",JPEG
31739,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
31740,Swiping Up,37,18,"(100, 132)",JPEG
31742,Swiping Up,37,18,"(100, 176)",JPEG
31743,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
31746,Doing other things,37,0,"(100, 176)",JPEG
31747,Swiping Up,37,18,"(100, 132)",JPEG
31751,Thumb Up,37,20,"(100, 132)",JPEG
31757,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
31758,Stop Sign,37,14,"(100, 176)",JPEG
31763,Doing other things,37,0,"(100, 176)",JPEG
31767,Thumb Up,37,20,"(100, 176)",JPEG
31768,Rolling Hand Forward,37,8,"(100, 176)",JPEG
31772,Shaking Hand,37,9,"(100, 176)",JPEG
31774,Doing other things,37,0,"(100, 176)",JPEG
31775,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
31779,Doing other things,37,0,"(100, 176)",JPEG
31782,No gesture,37,2,"(100, 132)",JPEG
31783,Swiping Down,37,15,"(100, 132)",JPEG
31784,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
31785,Doing other things,37,0,"(100, 176)",JPEG
31786,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
31789,Swiping Right,37,17,"(100, 176)",JPEG
31790,Doing other things,37,0,"(100, 176)",JPEG
31795,Swiping Down,37,15,"(100, 176)",JPEG
31796,Thumb Down,37,19,"(100, 176)",JPEG
31798,Rolling Hand Backward,37,7,"(100, 176)",JPEG
31801,Stop Sign,37,14,"(100, 132)",JPEG
31803,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
31805,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
31806,Doing other things,37,0,"(100, 176)",JPEG
31807,Pushing Hand Away,37,5,"(100, 176)",JPEG
31815,Drumming Fingers,37,1,"(100, 176)",JPEG
31817,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
31820,Rolling Hand Forward,37,8,"(100, 176)",JPEG
31821,Pulling Hand In,37,3,"(100, 132)",JPEG
31823,Swiping Up,37,18,"(100, 176)",JPEG
31827,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
31830,Drumming Fingers,37,1,"(100, 176)",JPEG
31831,Doing other things,37,0,"(100, 176)",JPEG
31835,Doing other things,37,0,"(100, 176)",JPEG
31836,Pushing Hand Away,37,5,"(100, 176)",JPEG
31842,Turning Hand Counterclockwise,37,22,"(100, 132)",JPEG
31846,Shaking Hand,37,9,"(100, 176)",JPEG
31847,No gesture,37,2,"(100, 176)",JPEG
31848,Swiping Down,37,15,"(100, 176)",JPEG
31849,Pushing Two Fingers Away,37,6,"(100, 132)",JPEG
31850,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
31851,Stop Sign,37,14,"(100, 176)",JPEG
31857,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
31858,Drumming Fingers,37,1,"(100, 176)",JPEG
31860,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
31861,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
31864,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
31866,Swiping Up,37,18,"(100, 132)",JPEG
31868,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
31869,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
31877,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
31887,Shaking Hand,37,9,"(100, 176)",JPEG
31888,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
31889,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
31892,No gesture,37,2,"(100, 176)",JPEG
31893,Swiping Right,37,17,"(100, 176)",JPEG
31896,Pulling Hand In,37,3,"(100, 176)",JPEG
31902,Rolling Hand Forward,37,8,"(100, 176)",JPEG
31905,Rolling Hand Forward,37,8,"(100, 176)",JPEG
31909,Pushing Hand Away,37,5,"(100, 176)",JPEG
31912,No gesture,37,2,"(100, 176)",JPEG
31914,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
31915,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
31916,Shaking Hand,37,9,"(100, 132)",JPEG
31917,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
31921,Shaking Hand,37,9,"(100, 132)",JPEG
31923,Stop Sign,37,14,"(100, 176)",JPEG
31929,Swiping Right,37,17,"(100, 176)",JPEG
31930,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
31933,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
31938,Doing other things,37,0,"(100, 176)",JPEG
31939,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
31940,Doing other things,37,0,"(100, 176)",JPEG
31943,Shaking Hand,37,9,"(100, 176)",JPEG
31944,Drumming Fingers,37,1,"(100, 176)",JPEG
31948,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
31956,Thumb Down,37,19,"(100, 176)",JPEG
31962,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
31963,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
31964,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
31965,Pushing Two Fingers Away,37,6,"(100, 132)",JPEG
31967,Swiping Left,37,16,"(100, 176)",JPEG
31970,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
31971,Pulling Hand In,37,3,"(100, 176)",JPEG
31974,Doing other things,37,0,"(100, 176)",JPEG
31978,No gesture,37,2,"(100, 176)",JPEG
31981,Thumb Down,37,19,"(100, 132)",JPEG
31982,Swiping Up,37,18,"(100, 176)",JPEG
31983,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
31986,Thumb Up,37,20,"(100, 176)",JPEG
31995,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
31998,Stop Sign,37,14,"(100, 176)",JPEG
32002,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
32006,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
32009,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
32022,Stop Sign,37,14,"(100, 176)",JPEG
32024,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
32025,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
32033,No gesture,37,2,"(100, 176)",JPEG
32034,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
32035,Turning Hand Counterclockwise,37,22,"(100, 132)",JPEG
32036,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
32042,Swiping Left,37,16,"(100, 132)",JPEG
32043,Swiping Down,37,15,"(100, 176)",JPEG
32047,Drumming Fingers,37,1,"(100, 176)",JPEG
32048,Pulling Hand In,37,3,"(100, 176)",JPEG
32051,Swiping Up,37,18,"(100, 176)",JPEG
32056,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
32058,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
32059,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
32060,Shaking Hand,37,9,"(100, 176)",JPEG
32066,Swiping Right,37,17,"(100, 176)",JPEG
32068,Swiping Left,37,16,"(100, 176)",JPEG
32069,Thumb Down,37,19,"(100, 176)",JPEG
32071,No gesture,37,2,"(100, 132)",JPEG
32072,Shaking Hand,37,9,"(100, 132)",JPEG
32073,No gesture,37,2,"(100, 176)",JPEG
32082,Stop Sign,37,14,"(100, 132)",JPEG
32085,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
32088,No gesture,37,2,"(100, 176)",JPEG
32091,Thumb Down,37,19,"(100, 176)",JPEG
32097,Swiping Down,37,15,"(100, 176)",JPEG
32098,Swiping Left,37,16,"(100, 176)",JPEG
32100,Doing other things,37,0,"(100, 176)",JPEG
32110,Swiping Left,37,16,"(100, 176)",JPEG
32113,No gesture,37,2,"(100, 176)",JPEG
32115,Swiping Down,37,15,"(100, 176)",JPEG
32120,Drumming Fingers,37,1,"(100, 132)",JPEG
32123,Doing other things,37,0,"(100, 176)",JPEG
32124,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
32126,Shaking Hand,37,9,"(100, 176)",JPEG
32137,Pulling Hand In,37,3,"(100, 132)",JPEG
32141,Rolling Hand Backward,37,7,"(100, 176)",JPEG
32143,Doing other things,37,0,"(100, 176)",JPEG
32150,Drumming Fingers,37,1,"(100, 176)",JPEG
32160,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
32161,Rolling Hand Backward,37,7,"(100, 176)",JPEG
32164,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
32165,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
32166,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
32167,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
32170,Rolling Hand Forward,37,8,"(100, 176)",JPEG
32171,Swiping Right,37,17,"(100, 176)",JPEG
32174,Shaking Hand,37,9,"(100, 176)",JPEG
32176,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
32178,Drumming Fingers,37,1,"(100, 176)",JPEG
32182,Rolling Hand Forward,37,8,"(100, 176)",JPEG
32187,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
32188,No gesture,37,2,"(100, 176)",JPEG
32192,Pulling Hand In,37,3,"(100, 176)",JPEG
32201,Swiping Down,37,15,"(100, 132)",JPEG
32206,Swiping Left,37,16,"(100, 176)",JPEG
32208,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
32209,Swiping Right,37,17,"(100, 176)",JPEG
32211,Swiping Left,37,16,"(100, 132)",JPEG
32212,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
32214,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
32218,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
32220,Doing other things,37,0,"(100, 176)",JPEG
32225,Rolling Hand Backward,37,7,"(100, 176)",JPEG
32229,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
32230,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
32231,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
32232,Doing other things,37,0,"(100, 132)",JPEG
32235,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
32238,Swiping Down,37,15,"(100, 132)",JPEG
32246,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
32250,Thumb Down,37,19,"(100, 176)",JPEG
32251,Zooming Out With Full Hand,37,25,"(100, 132)",JPEG
32253,Swiping Up,37,18,"(100, 176)",JPEG
32255,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
32258,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
32260,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
32267,No gesture,37,2,"(100, 176)",JPEG
32271,Swiping Down,37,15,"(100, 132)",JPEG
32274,No gesture,37,2,"(100, 176)",JPEG
32277,Pulling Hand In,37,3,"(100, 132)",JPEG
32280,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
32283,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
32285,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
32291,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
32298,Thumb Up,37,20,"(100, 176)",JPEG
32299,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
32300,Rolling Hand Forward,37,8,"(100, 176)",JPEG
32301,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
32312,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
32316,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
32319,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
32322,Thumb Down,37,19,"(100, 176)",JPEG
32330,Doing other things,37,0,"(100, 176)",JPEG
32331,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
32333,No gesture,37,2,"(100, 132)",JPEG
32338,Rolling Hand Forward,37,8,"(100, 176)",JPEG
32339,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
32340,No gesture,37,2,"(100, 176)",JPEG
32344,Swiping Up,37,18,"(100, 176)",JPEG
32345,Doing other things,37,0,"(100, 132)",JPEG
32355,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
32358,Turning Hand Counterclockwise,37,22,"(100, 132)",JPEG
32359,No gesture,37,2,"(100, 176)",JPEG
32362,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
32363,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
32367,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
32369,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
32370,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
32372,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
32375,Thumb Down,37,19,"(100, 176)",JPEG
32376,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
32377,Drumming Fingers,37,1,"(100, 176)",JPEG
32390,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
32393,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
32395,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
32399,Rolling Hand Backward,37,7,"(100, 176)",JPEG
32402,Swiping Up,37,18,"(100, 176)",JPEG
32403,Doing other things,37,0,"(100, 176)",JPEG
32404,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
32406,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
32408,Swiping Up,37,18,"(100, 176)",JPEG
32414,Drumming Fingers,37,1,"(100, 176)",JPEG
32418,Pulling Hand In,37,3,"(100, 132)",JPEG
32420,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
32421,Pushing Two Fingers Away,37,6,"(100, 142)",JPEG
32427,Shaking Hand,37,9,"(100, 132)",JPEG
32434,Doing other things,37,0,"(100, 176)",JPEG
32439,Doing other things,37,0,"(100, 176)",JPEG
32440,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
32441,Swiping Up,37,18,"(100, 176)",JPEG
32445,Thumb Down,37,19,"(100, 176)",JPEG
32446,Drumming Fingers,37,1,"(100, 176)",JPEG
32447,Drumming Fingers,37,1,"(100, 176)",JPEG
32448,Drumming Fingers,37,1,"(100, 176)",JPEG
32449,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
32450,Shaking Hand,37,9,"(100, 176)",JPEG
32451,Rolling Hand Forward,37,8,"(100, 142)",JPEG
32452,Pushing Two Fingers Away,37,6,"(100, 132)",JPEG
32456,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
32458,Rolling Hand Backward,37,7,"(100, 132)",JPEG
32460,Shaking Hand,37,9,"(100, 176)",JPEG
32463,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
32466,Swiping Left,37,16,"(100, 176)",JPEG
32467,Doing other things,37,0,"(100, 176)",JPEG
32468,Swiping Up,37,18,"(100, 176)",JPEG
32469,Rolling Hand Backward,37,7,"(100, 132)",JPEG
32471,Drumming Fingers,37,1,"(100, 176)",JPEG
32473,Stop Sign,37,14,"(100, 176)",JPEG
32474,Pushing Hand Away,37,5,"(100, 176)",JPEG
32476,Swiping Up,37,18,"(100, 176)",JPEG
32479,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
32481,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
32483,Swiping Down,37,15,"(100, 176)",JPEG
32484,Swiping Down,37,15,"(100, 176)",JPEG
32486,No gesture,37,2,"(100, 176)",JPEG
32488,Swiping Right,37,17,"(100, 176)",JPEG
32489,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
32490,Pushing Hand Away,37,5,"(100, 176)",JPEG
32491,Doing other things,37,0,"(100, 176)",JPEG
32493,Swiping Right,37,17,"(100, 176)",JPEG
32494,Drumming Fingers,37,1,"(100, 132)",JPEG
32498,Thumb Down,37,19,"(100, 176)",JPEG
32503,Pushing Hand Away,37,5,"(100, 176)",JPEG
32508,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
32512,Doing other things,37,0,"(100, 176)",JPEG
32513,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
32516,Swiping Left,37,16,"(100, 176)",JPEG
32518,Doing other things,37,0,"(100, 176)",JPEG
32522,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
32528,Zooming In With Full Hand,37,23,"(100, 132)",JPEG
32530,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
32531,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
32532,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
32535,Shaking Hand,37,9,"(100, 176)",JPEG
32537,Doing other things,37,0,"(100, 176)",JPEG
32543,Doing other things,37,0,"(100, 176)",JPEG
32545,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
32546,Stop Sign,37,14,"(100, 176)",JPEG
32548,Doing other things,37,0,"(100, 132)",JPEG
32550,Thumb Up,37,20,"(100, 176)",JPEG
32553,Swiping Left,37,16,"(100, 176)",JPEG
32555,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
